DomainGroupDROModel{'validation': 0.5781614559029398, 'id_test': 0.5838581758805692, 'ood_test': 0.5061607283001098, 'ood_validation': 0.4936440677966102, 'train': 0.5757699486700887}
DomainGroupDROModel{'validation': 0.6327578161455903, 'id_test': 0.6300443200373221, 'ood_test': 0.6007887301836446, 'ood_validation': 0.5972810734463276, 'train': 0.6300746616892208}
DomainGroupDROModel{'validation': 0.6322911805879609, 'id_test': 0.6251457895964544, 'ood_test': 0.588526134044891, 'ood_validation': 0.5817443502824858, 'train': 0.6260790947270182}
DomainGroupDROModel{'validation': 0.6327578161455903, 'id_test': 0.6300443200373221, 'ood_test': 0.6007887301836446, 'ood_validation': 0.5972810734463276, 'train': 0.6300746616892208}
DomainGroupDROModel{'validation': 0.6322911805879609, 'id_test': 0.6251457895964544, 'ood_test': 0.588526134044891, 'ood_validation': 0.5817443502824858, 'train': 0.6260790947270182}
DomainGroupDROModel{'validation': 0.6327578161455903, 'id_test': 0.6300443200373221, 'ood_test': 0.6007887301836446, 'ood_validation': 0.5972810734463276, 'train': 0.6300746616892208}
DomainGroupDROModel{'validation': 0.4265048996733551, 'id_test': 0.423839514812223, 'ood_test': 0.4795557997174698, 'ood_validation': 0.4901129943502825, 'train': 0.4254841343910406}
DomainGroupDROModel{'validation': 0.4218385440970602, 'id_test': 0.41614182411943085, 'ood_test': 0.4938392716998901, 'ood_validation': 0.5063559322033898, 'train': 0.4242300513299113}
DomainGroupDROModel{'validation': 0.6185254316378908, 'id_test': 0.6116165150454863, 'ood_test': 0.552837074242662, 'ood_validation': 0.548728813559322, 'train': 0.6105634624358376}
DomainGroupDROModel{'validation': 0.5781614559029398, 'id_test': 0.5838581758805692, 'ood_test': 0.5061607283001098, 'ood_validation': 0.4936440677966102, 'train': 0.5757699486700887}
DomainGroupDROModel{'validation': 0.5361642557162856, 'id_test': 0.5250758105901563, 'ood_test': 0.5448909119447497, 'ood_validation': 0.5388418079096046, 'train': 0.5275898273448437}
DomainGroupDROModel{'validation': 0.8168059318045964, 'id_test': 0.8139466856590527, 'ood_test': 0.7767707353001351, 'ood_validation': 0.7889891364389615, 'train': 0.8145935410433406}
DomainGroupDROModel{'validation': 0.818739109974945, 'id_test': 0.8151167523019789, 'ood_test': 0.7816604607389828, 'ood_validation': 0.7900939053581293, 'train': 0.8158939807763848}
DomainGroupDROModel{'validation': 0.8161445813778981, 'id_test': 0.8132217530650658, 'ood_test': 0.7819878063750563, 'ood_validation': 0.7913828024304916, 'train': 0.813750957842224}
DomainGroupDROModel{'validation': 0.8157884696096761, 'id_test': 0.8126875922063387, 'ood_test': 0.7823765293178935, 'ood_validation': 0.7923034431964647, 'train': 0.8136158265741203}
